"gpa8","gpa8_centered","itt","took_es","female","black","hispanic","asian","white","sped","attend8","ever_susp","ell","gpa9","attend9","credits9"
2,0,0,0,0,0,0,0,1,0,99.9477265663126,0,0,2.85949667426608,99.0460841196022,44.4076880980477
3.36646075703275,1.36646075703275,0,0,0,0,0,1,0,0,98.6625964033258,0,0,3.01477226301895,100,45.7432175621442
2.24113227843199,0.241132278431993,0,0,0,0,0,0,1,0,100,0,0,2.51865320768817,100,48.767061889484
2.89338873004132,0.893388730041324,0,0,0,0,0,0,1,1,100,0,0,3.09154689022447,96.5229724697927,55.4810871689995
2.5,0.5,0,0,1,0,0,1,0,0,97.7387623771209,0,0,2.42557770186137,96.5489993599139,57.3158530031373
2.02969663547177,0.0296966354717747,0,0,1,0,0,1,0,0,100,0,0,2.25564939556538,94.9084860674892,45.9170794877832
3.44543651187519,1.44543651187519,0,1,1,0,1,1,-1,0,96.3661747991265,0,1,4,100,76.5433866130213
2.88573958343039,0.88573958343039,0,0,0,0,0,1,0,0,95.5628032433223,0,0,3.00780299396033,95.9068083638139,58.1434980691819
2.55385638795976,0.553856387959764,0,0,0,0,0,0,1,0,94.2898264401268,0,0,2.76564927386357,96.1553151012577,59.4565740565691
2.66593044837488,0.665930448374878,0,0,0,0,0,0,1,0,100,0,0,3.04048412743926,99.2864693695555,49.4519789677651
2.90757328963316,0.907573289633163,0,1,0,0,0,1,0,0,94.3762948033614,0,0,4,100,73.6394668730023
2.55389973194745,0.553899731947449,0,0,0,0,1,1,-1,0,96.5037010690885,0,1,3.08371571554793,95.1828497533736,43.0413441974558
1.25,-0.75,1,1,0,0,1,0,0,0,93.3486085193327,0,0,3.81272912981711,100,50.8277250320755
2.6709297721184,0.670929772118396,0,0,0,0,0,0,1,0,98.8677734719164,0,0,3.55781677334056,100,42.5603596035072
2.27965921435541,0.279659214355415,0,0,0,0,0,1,0,0,98.8597399289709,0,0,3.0598379677781,93.1362166421157,39.6527882968558
2.61113833891937,0.611138338919365,0,1,0,0,0,1,0,0,97.540381136684,0,0,4,100,80
2.8490942364193,0.849094236419304,0,0,0,0,0,0,1,0,96.2411107175982,0,0,3.33624099553656,97.4069651240163,50.4182683545347
3.33984209637561,1.33984209637561,0,1,0,0,0,1,0,0,97.2476336547853,0,0,4,100,80
2.06362476431532,0.0636247643153212,0,0,1,0,0,1,0,1,100,0,0,2.92657306778797,95.8827922526838,43.0862412755113
3.5,1.5,0,0,0,0,0,1,0,0,96.7921747622006,0,1,3.06554259519396,99.396275536927,64.4632765544553
2.70150887185124,0.701508871851245,0,0,0,0,0,0,1,0,94.8709518963558,0,0,2.40108894412972,92.5109783412332,51.4463881019015
3.12310365921857,1.12310365921857,0,0,0,0,0,0,1,0,95.4812141898759,0,0,3.55365466385173,90.5991350590299,39.6783820124023
3,1,0,0,0,0,0,0,1,0,91.282127564118,0,0,3.3673542729643,91.0159978801543,46.9657673676508
3,1,0,0,1,0,0,1,0,0,99.3130457203516,0,0,3.29258919139634,98.8140578586353,56.04930992375
1.87412863685929,-0.125871363140713,1,1,1,0,0,1,0,1,93.5196526630417,0,0,3.89961894829833,100,61.0876923146903
2.5,0.5,0,0,0,0,0,1,0,0,100,0,0,3.21986762748693,99.7511783410815,48.5153128865268
2.87411089719973,0.874110897199726,0,0,1,0,0,0,1,0,100,0,0,3.4945285504284,96.4297169081434,59.6307481758358
2,0,0,1,1,0,0,1,0,0,99.4768796719103,0,0,4,100,68.8671189508191
2.17430271125569,0.174302711255686,0,0,0,0,0,0,1,0,93.518416072464,0,0,2.61322447144418,89.5197198057957,45.3801241546714
3,1,0,0,0,1,0,0,0,0,93.4596069143026,0,0,3.11007378893144,86.4940138577131,47.0689245687519
3,1,0,0,0,1,0,0,0,0,94.4348134032604,0,0,3.31734636211994,91.9257624012166,56.235709847311
2.7782605531241,0.7782605531241,0,0,1,0,0,1,0,0,93.8904918516265,0,0,2.92271093862233,94.83543120176,46.5243688966746
1.96853422155419,-0.0314657784458077,1,1,1,0,0,1,0,0,98.0277879334434,0,0,4,100,78.8941564146635
2,0,0,0,0,0,0,0,1,0,96.7010214640167,1,1,2.46645076586498,97.8044553780042,48.8721739943177
3.5,1.5,0,0,0,0,0,0,1,1,100,0,1,3.97773975671423,96.6527480437588,59.1533083926813
2.5,0.5,0,1,1,0,0,0,1,0,98.8366381228541,0,0,4,100,75.7942956050084
2.55306413749575,0.553064137495752,0,0,1,0,0,1,0,0,99.5948856080941,0,0,2.95296287390442,95.3379132979149,51.0420892954155
2.42746207747655,0.427462077476546,0,0,0,0,0,0,1,0,100,0,1,2.95665609195003,89.6420621146235,56.7080689238312
1.78340266290368,-0.216597337096317,1,1,0,0,0,0,1,0,97.6996259866144,1,0,3.64847987471707,100,70.9283458669318
2.86719813882423,0.867198138824232,0,1,1,0,0,0,1,0,100,0,0,4,100,80
2.36971609255209,0.369716092552088,0,0,1,0,1,0,0,0,94.8187068792194,0,1,2.52124512722427,93.0109223409005,56.5732909304229
2.39034597620085,0.390345976200847,0,0,1,0,1,1,-1,0,98.1947032105103,0,0,2.60614836169247,97.98171074496,45.4969717510764
3.0600077971427,1.0600077971427,0,0,0,0,1,0,0,0,95.744328206636,0,1,3.21898831862607,96.6443606483457,52.7393938672482
2.99306386630495,0.993063866304949,0,0,0,0,0,0,1,0,97.6205653944333,0,0,2.93341247227072,93.9466070875021,44.3320743944622
3.33526982556056,1.33526982556056,0,0,0,0,1,1,-1,0,88.238230027639,0,0,3.01810098683749,90.4463859828084,45.1539207777583
2,0,0,1,0,0,0,1,0,0,94.5099654441576,0,0,4,100,65.9210071569408
3,1,0,1,0,1,1,0,-1,0,95.0416924495281,0,0,4,100,75.5123259987678
3.334666273834,1.334666273834,0,0,1,0,0,1,0,0,97.095918765224,0,0,3.26687545063834,93.7902889365968,56.5304101205155
1.83352667233126,-0.166473327668739,1,1,1,0,0,0,1,0,91.5842106418896,0,0,3.58888567413146,100,78.9985875503807
1.98352444787329,-0.0164755521267055,1,1,1,0,0,0,1,0,95.7799641251918,0,1,3.75204351811776,100,67.7286010000855
1.82095679148774,-0.179043208512262,1,1,0,0,0,1,0,0,96.2655850481335,0,0,4,100,65.5074667630093
1.5,-0.5,1,1,1,0,1,1,-1,1,92.4624169208977,0,0,4,100,70.8712681325011
2.5479895319447,0.547989531944697,0,1,0,0,0,0,1,0,92.6543267628722,0,0,4,100,79.4703334935076
2.89192260378951,0.891922603789514,0,0,0,0,1,0,0,0,97.7465066275255,0,0,3.31279902618356,94.4722982762166,49.5080846322726
3,1,0,0,1,0,1,0,0,0,99.77563486981,0,0,2.90835129209845,100,50.4287664927351
3.12685065230063,1.12685065230063,0,0,0,1,0,1,-1,0,96.5317062777769,0,0,2.73952566407371,100,44.6414003528914
2,0,0,0,0,0,0,1,0,0,100,0,0,2.37903268007412,96.1296993773278,43.0084342934374
3.60908914100365,1.60908914100365,0,1,1,1,0,0,0,0,96.484287629349,0,1,4,100,80
2,0,0,1,0,0,0,1,0,0,93.6293273222784,0,0,4,100,76.5319721435416
2.56330828747364,0.563308287473641,0,1,0,0,0,0,1,0,91.8881531903459,0,1,4,100,80
2,0,0,0,0,0,0,1,0,1,95.9055917221968,0,0,3.30785997984321,95.2976138699602,48.7693534418286
2.42658989682702,0.426589896827017,0,0,1,0,0,1,0,1,95.5450975271974,0,0,2.73922772503314,95.8680407428319,40.0493622456188
2.6129158207009,0.612915820700899,0,1,0,0,0,1,0,0,98.8563496399286,0,0,4,100,74.6816755988567
2.5,0.5,0,0,1,0,0,0,1,0,100,0,0,3.2596758556064,89.779084528242,56.0662749870167
2.5,0.5,0,0,1,0,0,1,0,1,98.1169454677795,0,1,3.11648090204897,95.9100194217477,53.4044992678005
2.56484363676522,0.564843636765219,0,0,0,0,0,1,0,0,95.3509093505177,0,0,2.97162985554834,95.1575976833377,46.1971439632922
2,0,0,0,0,0,0,1,0,1,98.4146734452153,0,0,3.09295313837325,92.92494292649,54.6666405486096
2,0,0,0,1,0,0,0,1,0,98.8989783396324,0,1,2.27133027665386,95.6638332058999,47.1061025297683
1.50334055205111,-0.496659447948887,1,1,1,0,0,0,1,0,91.9058703851373,0,1,3.63195020556726,100,68.6309289279915
2.27059976387571,0.270599763875709,0,0,1,0,0,0,1,0,95.8249671467985,0,0,2.62831442542758,87.076776427553,41.6518464534068
2,0,0,0,0,0,0,0,1,0,96.0870296410317,0,0,3.2520338956706,90.8548333989996,54.6794993516158
3.93,1.93,0,0,0,1,0,0,0,0,94.3282357852687,0,0,3.67768356659359,93.3722076392023,52.5434585031714
1.68273026128617,-0.317269738713831,1,0,0,0,1,1,-1,0,97.4881146094735,0,0,2.16469567002902,84.4460931154659,47.8663191516973
2.58235373113516,0.582353731135164,0,0,0,0,1,1,-1,1,95.6960693052871,0,0,2.55620444005262,93.3585560270792,59.1106814812974
1.60382495961023,-0.396175040389774,1,0,0,0,1,1,-1,0,94.6614834686064,0,0,2.84719146043529,89.1609305624096,42.8018108790667
1.61773855513792,-0.382261444862078,1,1,0,0,0,1,0,0,94.6708212389202,0,0,4,100,65.7113661133921
2.5748214317182,0.574821431718204,0,0,1,0,0,0,1,0,96.2796726335965,0,0,2.88372391073308,91.3168136082551,55.7749294778761
1.90201651906958,-0.0979834809304223,1,1,1,0,0,0,1,1,97.3665070396415,0,0,3.74611326552003,100,70.9103556993412
2.49890643141718,0.498906431417175,0,0,1,0,0,0,1,0,97.5757495904455,0,1,2.94896725513857,90.7185007267305,50.3680564615144
2,0,0,0,1,0,0,0,1,0,95.8944294752389,0,0,2.92589432404725,98.0548361773968,44.4957127622596
2.1317970361303,0.131797036130303,0,0,0,0,1,1,-1,0,96.8328903569644,0,0,2.69689758990121,92.9175477902087,43.9234637195398
1.5,-0.5,1,0,0,0,0,1,0,0,97.4894591658072,0,0,3.08090049476023,91.1278873598021,43.4980355044166
2,0,0,0,0,0,0,0,1,0,92.1054104064015,0,1,2.31751741561678,91.3468638172238,43.570251807951
2.60770986467076,0.607709864670763,0,0,0,0,0,1,0,0,97.4166098109554,0,0,3.46432732975982,94.3045496896941,52.5507330070357
2.84057235665412,0.840572356654121,0,0,0,0,0,1,0,0,99.9943556607774,0,1,3.6414925944469,95.712500732062,48.847708038904
2.20427358786791,0.204273587867915,0,0,0,0,0,1,0,0,100,0,0,2.91777978321842,91.6511412417795,48.2517316615536
2.50003773043921,0.500037730439211,0,0,0,0,1,0,0,1,100,0,0,3.4710014463028,91.5675970632759,51.9429078439506
3,1,0,0,1,0,1,0,0,1,93.3291249068374,0,0,2.79065147494405,90.8232565582859,58.358956265324
3.5,1.5,0,0,1,0,0,1,0,0,95.6082420250239,0,0,2.92968828516768,94.6232881552274,54.7041932102712
1.84173173895651,-0.158268261043493,1,0,1,0,0,1,0,0,100,0,1,1.96437051830221,94.3306175776552,48.1127018707532
2.42960826384989,0.429608263849894,0,0,1,0,0,0,1,0,92.5355586517139,0,0,3.21057307499161,90.5298871108407,59.7130035724423
3,1,0,1,0,0,0,0,1,0,94.0896106921252,0,0,4,100,73.6564789033789
2.21816225166022,0.218162251660219,0,0,0,0,0,1,0,0,97.8508369228237,0,1,2.56865964946617,93.909028309596,50.9353755066033
2.5,0.5,0,0,1,0,1,1,-1,0,97.0877064347052,0,0,2.62108184667634,90.4553794276771,62.032406519154
2.44833562105775,0.448335621057746,0,0,1,0,0,1,0,0,99.9372888392585,0,0,3.23274604908831,96.5266961557587,47.5252920709871
1.96739258925614,-0.0326074107438588,1,1,1,0,0,0,1,0,95.8322348346857,0,0,4,100,69.2078810926924
2,0,0,0,0,0,0,1,0,0,92.8371493327148,0,0,2.72571410709905,86.6155161437459,43.8123383364588
2.5,0.5,0,0,1,0,0,0,1,0,99.7918112433275,0,0,2.92680779109968,97.943102629963,46.2245565300594
2.25167869056525,0.251678690565246,0,0,1,0,0,1,0,0,97.8440071139565,0,1,2.99249012677444,92.5560872603041,52.3893685586742
3.16803161402092,1.16803161402092,0,0,0,0,0,0,1,0,92.9246762183969,0,0,3.02341610058291,93.7574548382863,46.9984363206457
2.21140429500761,0.211404295007611,0,1,1,0,0,0,1,0,97.454861497213,0,1,4,100,67.0418940605811
2.24009858043956,0.240098580439563,0,0,0,0,0,0,1,0,100,0,0,2.5879330863999,92.0921606473701,50.4289595007009
2.91811754593126,0.918117545931262,0,0,0,0,0,1,0,1,99.6379285436185,0,0,3.33033533804896,100,50.6769380376141
2,0,0,0,1,0,1,0,0,0,94.9281281830977,0,1,2.47473321446299,86.4512558187494,43.91733087985
2.47558091490927,0.475580914909271,0,0,1,0,1,1,-1,1,96.6501372475026,0,1,2.76207580237364,94.3140025744671,45.3348586757237
1.56907310659145,-0.430926893408554,1,1,0,0,0,1,0,0,96.5379126728787,0,0,4,100,66.4521813877905
3,1,0,0,1,0,0,1,0,0,99.1068669697444,0,0,3.82145229614926,98.1031405467578,55.6604260249679
2.5,0.5,0,0,0,0,0,1,0,0,98.2190745696675,0,0,3.3369248602335,94.354558315223,44.9132196029635
2.21929280519665,0.219292805196648,0,0,1,0,1,1,-1,0,91.0396505427219,0,1,2.72362052883526,89.3226968494613,50.4533695272079
1.75704860320827,-0.242951396791729,1,0,1,0,0,0,1,0,94.3373813641031,0,0,2.57969647070764,95.2445666236123,47.5974655383272
2.5,0.5,0,1,0,0,0,0,1,0,95.2722674323812,0,0,4,100,69.0579684046496
2,0,0,0,1,0,0,1,0,0,91.6439561343632,0,0,2.86476719965717,92.9601458443464,43.1047510558252
2.17990460202974,0.179904602029738,0,0,1,0,0,1,0,0,92.8394275200427,0,1,2.81155832813334,92.5491880203951,43.5547273906795
3.27260514735075,1.27260514735075,0,0,0,0,1,0,0,1,95.4332642213151,0,1,3.18575572752679,95.9808813783635,61.6358869876081
2.39468447785472,0.394684477854724,0,0,0,0,0,0,1,0,100,0,0,2.88119199340717,95.1651686953817,52.3655489845795
1.85693056950959,-0.143069430490405,1,0,1,0,0,0,1,0,98.2685206918294,0,0,3.14104553784347,91.1262981376161,45.666670906222
2.5,0.5,0,0,1,0,0,1,0,1,94.982500526974,0,1,3.12668080771834,95.9222668191174,49.8695951148865
2.28235695062323,0.28235695062323,0,1,0,0,0,0,1,1,98.1397894267927,0,0,4,100,74.3314952997476
3,1,0,0,1,0,0,0,1,0,100,0,0,3.45027637287053,93.0924974205107,56.6291174895422
3.5,1.5,0,0,0,0,0,1,0,0,96.9893334559656,0,0,3.38888585978257,98.2058282520797,57.4619424285484
1.9043844933343,-0.0956155066656958,1,0,1,0,1,0,0,0,97.8760650235266,0,0,2.46687566508995,91.4272590401659,43.2847543586451
2.77279017854817,0.77279017854817,0,0,1,0,0,0,1,0,99.461958366544,0,1,3.20340071905154,97.0619336183522,40.9884161108164
2.5,0.5,0,0,0,0,0,1,0,0,98.9492425860816,0,0,2.80173093274644,96.6749718094904,48.6867469242657
3.03733934935873,1.03733934935873,0,0,1,0,0,0,1,0,100,0,1,2.97888300201027,95.5710639291258,62.20509876837
2.36213311663224,0.36213311663224,0,0,0,0,0,0,1,0,97.5326245193295,0,0,2.9941893757252,96.0444203270278,48.6774311011512
3.00197144107637,1.00197144107637,0,0,1,0,0,1,0,0,92.4518425563287,0,0,2.98321509998742,93.9192686051797,56.8060509812573
1.45296648319798,-0.547033516802016,1,1,0,0,0,0,1,0,95.8320066316009,0,0,3.77666799510138,100,69.1050760086595
3.51367535278802,1.51367535278802,0,0,0,0,0,1,0,0,94.063208194824,0,0,2.9646705014155,95.3392124435174,57.5093318012307
3.01886678711115,1.01886678711115,0,0,1,0,0,1,0,0,98.1590748517971,0,0,3.34067128275803,96.9758130010305,52.4058982297361
2.40953440666855,0.409534406668551,0,0,0,0,0,1,0,0,93.2973515362448,1,0,2.67370256217611,90.1965941001281,57.3529352702291
1.6305957219165,-0.3694042780835,1,0,0,0,0,0,1,0,98.6027437841206,0,0,2.36504392961722,96.0901208715625,43.5863212041909
2.88580522002519,0.885805220025189,0,0,1,0,0,0,1,0,96.2138805518454,0,1,3.37432026436757,96.2749200807045,56.3309797452072
2.78991631828886,0.78991631828886,0,0,0,1,1,1,-2,0,96.5543111356364,0,1,2.62300630961589,92.9722425477857,44.1852786675898
2.49618662414717,0.496186624147167,0,0,1,0,1,1,-1,1,100,0,0,2.9999567583572,88.7230545206449,59.7922009851343
2.59087353571745,0.590873535717455,0,0,0,0,0,0,1,0,95.5183913705204,0,0,2.93293050230584,90.464732223843,46.6003020045152
2,0,0,0,0,0,0,1,0,0,95.6600183945869,0,0,2.97605689488945,92.0573831431421,46.3759406256227
2.72128403957815,0.721284039578145,0,0,1,1,1,1,-2,0,91.7621899051143,0,0,2.79819949843263,97.708605043447,51.3178786833799
2.67679260383171,0.676792603831709,0,0,0,0,0,1,0,1,96.3502270597867,0,1,3.37247707161487,93.7136425871249,56.9603349383035
2.33244437599445,0.332444375994455,0,1,1,0,0,1,0,1,92.8594877119,0,1,4,100,66.8276450681581
1.69825800706411,-0.301741992935892,1,1,0,0,0,1,0,0,97.819819239973,0,0,3.69459357794871,100,70.0502808846621
3,1,0,1,0,1,1,0,-1,0,90.7686093972361,0,0,4,100,72.769691942523
2.83251797336442,0.83251797336442,0,0,1,1,1,0,-1,1,96.7858306553303,0,0,3.33610963556496,90.6520433244903,51.4288484364281
2,0,0,0,1,0,0,0,1,0,99.5655956814854,0,0,2.64028263851561,91.6448146413574,51.7372935449203
1.54324710279625,-0.456752897203746,1,0,1,0,0,0,1,0,94.2303774196759,0,0,2.30936148391812,89.2289614840017,45.8094711517275
2.5,0.5,0,0,0,0,0,0,1,0,100,0,1,3.20538169500699,89.6616360614668,54.9934386586527
2.29294721321627,0.292947213216266,0,0,1,0,0,1,0,0,97.023510942093,0,0,2.80609038824937,99.0186183850054,56.5034602766078
2.65156702201867,0.651567022018673,0,1,0,0,0,1,0,0,100,0,0,4,100,78.5957452641074
1.72359852070927,-0.276401479290732,1,1,0,0,0,1,0,1,91.0150876479257,0,1,4,100,64.0858563872823
2,0,0,0,1,0,0,1,0,1,91.5346115163068,0,0,2.77225758794669,97.1396694289837,44.9604202491468
3.15146491220794,1.15146491220794,0,0,0,0,0,1,0,0,100,0,0,3.3259138298512,95.6962618897127,54.4483776612663
2.74226494282943,0.742264942829428,0,0,0,0,0,1,0,1,93.3605992143029,0,0,2.86290495364958,91.0096366011068,57.292405342929
2.85189252203158,0.851892522031579,0,1,1,0,0,1,0,0,100,0,0,4,100,73.891434987611
3.5,1.5,0,0,1,0,0,0,1,0,93.9214120637363,0,0,3.31524977245063,95.9401119741699,58.2080606667961
2.5,0.5,0,1,1,0,0,1,0,0,100,0,0,4,100,66.1166388881229
1.29944245736109,-0.700557542638907,1,1,0,0,0,0,1,0,95.4481526389677,0,0,4,100,66.983847158135
2.70026631846014,0.700266318460142,0,0,0,0,0,1,0,0,92.7980832427673,0,0,2.6613266587993,91.399196302592,45.3324269676413
3.20279507641528,1.20279507641528,0,0,1,0,1,0,0,1,93.9496401333059,0,0,3.31597036493377,97.7020453117611,54.9490414760158
3.73572354537958,1.73572354537958,0,0,1,0,0,1,0,0,90.7172246847803,0,1,3.89542071061598,94.6547381230881,62.7779997124093
1.5,-0.5,1,0,0,0,0,0,1,0,96.9064992701754,0,0,2.31121259154023,96.4111747224833,37.6648230239705
2,0,0,0,0,0,0,0,1,0,95.7846251870202,0,0,2.75773015359132,93.2885492723215,41.7812267955386
2.07650716314393,0.0765071631439276,0,0,0,0,0,1,0,0,94.0804953813738,0,0,2.7330444744307,96.6037202415624,53.604134373582
2,0,0,0,0,1,0,1,-1,0,97.9240474080171,0,0,2.6282044459375,91.482892054053,45.837125810283
2,0,0,0,1,0,0,1,0,0,92.2307548098264,0,0,2.24867033194788,90.1454673405955,36.8817777433213
2.3887732193941,0.388773219394098,0,0,0,0,0,1,0,1,95.89152601714,0,0,2.44070283272725,96.3149234618701,51.0923811856819
1.77926676955601,-0.220733230443991,1,0,0,0,0,0,1,0,100,0,0,3.00149661796923,94.9999952113429,44.2694677305273
3.72218330018989,1.72218330018989,0,0,1,0,0,1,0,0,99.1203953203744,0,0,3.43265901028755,97.6910932422419,63.0159404559759
2.56466484693133,0.564664846931328,0,0,0,0,1,0,0,0,98.5394845318703,0,0,2.84591688751328,100,49.472591331545
2.5,0.5,0,0,1,0,0,0,1,0,97.7770349955528,0,1,2.88695673322562,93.6435417259964,58.3442590121275
2.79737178496276,0.797371784962756,0,0,0,0,1,1,-1,0,94.6410288349098,1,1,3.17236154348892,92.0884172887151,45.0925215162467
2.5,0.5,0,0,0,0,1,0,0,0,92.2486528368297,0,1,2.77584904963433,86.8175749310788,53.8740191364172
2.42074717782645,0.420747177826454,0,0,1,0,0,1,0,0,94.9683224231047,0,0,2.86595399864296,96.8793800567296,41.4304443318897
3.38607245413126,1.38607245413126,0,0,0,0,0,1,0,0,96.814416519961,0,0,3.22594642850402,96.5453275834089,52.9074595738287
2.5,0.5,0,0,0,0,0,0,1,0,96.7282883003598,0,0,2.88940385187508,90.0589731229557,48.2390883450347
1.5,-0.5,1,1,0,0,0,1,0,0,94.8434098164648,0,0,3.76056646597013,100,60.6882123899218
2.73140073426604,0.731400734266042,0,1,1,0,0,0,1,0,93.2516732678667,0,0,4,100,73.3678536015941
2.28909227588254,0.289092275882544,0,0,0,0,1,0,0,0,92.8539430969354,0,0,2.95484064521233,96.60765462871,46.1220926796904
2.18692234398624,0.186922343986239,0,1,1,0,0,0,1,1,91.3379190394214,0,0,4,100,80
1.8591212795877,-0.140878720412302,1,0,1,0,1,1,-1,0,94.1534359347206,0,0,3.12924286317773,91.174767352769,40.5334557126656
3,1,0,0,0,0,1,1,-1,0,94.8588240780154,0,0,3.15276251319712,98.310237248225,60.1954190862018
2.3955890593438,0.395589059343803,0,1,1,0,0,0,1,0,94.662676100499,0,0,4,100,71.1200108171776
